arxiv_id,title,authors,comments,journal_ref,subjects,abstract_url,pdf_url,html_url,other_formats_url
arXiv:2501.01448,Agency-Driven Labor Theory: A Framework for Understanding Human Work in the AI Age,Venkat Ram Reddy Ganuthula,,,General Economics (econ.GN),https://arxiv.org/abs/2501.01448,https://arxiv.org/pdf/2501.01448,,https://arxiv.org/format/2501.01448
arXiv:2501.01533,Dissertation Paths: Advisors and Students in the Economics Research Production Function,"Joshua Angrist, Marc Diederichs",,,General Economics (econ.GN),https://arxiv.org/abs/2501.01533,https://arxiv.org/pdf/2501.01533,https://arxiv.org/html/2501.01533v5,https://arxiv.org/format/2501.01533
arXiv:2501.01623,Instrumental Variables with Time-Varying Exposure: New Estimates of Revascularization Effects on Quality of Life,"Joshua D. Angrist, Bruno Ferman, Carol Gao, Peter Hull, Otavio L. Tecchio, Robert W. Yeh",,,Econometrics (econ.EM),https://arxiv.org/abs/2501.01623,https://arxiv.org/pdf/2501.01623,https://arxiv.org/html/2501.01623v1,https://arxiv.org/format/2501.01623
arXiv:2501.01749,An integral transformation approach to differential games: a climate model application,"Raouf Boucekkine, Giorgio Fabbri, Salvatore Federico, Fausto Gozzi, Ted Loch-Temzelides, Cristiano Ricci",,,Theoretical Economics (econ.TH); Optimization and Control (math.OC),https://arxiv.org/abs/2501.01749,https://arxiv.org/pdf/2501.01749,https://arxiv.org/html/2501.01749v1,https://arxiv.org/format/2501.01749
arXiv:2501.01781,Vulnerabilities and capabilities in the EU Automotive industry: Leveraging Input-Output Analysis and Economic Complexity,"Lorenzo Cresti, Dario Mazzilli, Aurelio Patelli, Angelica Sbardella, Andrea Tacchella","32 pages, 13 figures, article",,General Economics (econ.GN),https://arxiv.org/abs/2501.01781,https://arxiv.org/pdf/2501.01781,https://arxiv.org/html/2501.01781v2,https://arxiv.org/format/2501.01781
arXiv:2501.02318,Prediction with Differential Covariate Classification: Illustrated by Racial/Ethnic Classification in Medical Risk Assessment,"Charles F. Manski, John Mullahy, Atheendar S. Venkataramani",,,Econometrics (econ.EM),https://arxiv.org/abs/2501.02318,https://arxiv.org/pdf/2501.02318,,https://arxiv.org/format/2501.02318
arXiv:2501.02371,The Effect of Capital Share on Income Inequality: Identifying the Time Patterns,"Oğuzhan Akgün, Ezgi Özsöğüt",,,General Economics (econ.GN),https://arxiv.org/abs/2501.02371,https://arxiv.org/pdf/2501.02371,https://arxiv.org/html/2501.02371v1,https://arxiv.org/format/2501.02371
arXiv:2501.02381,Estimating Discrete Choice Demand Models with Sparse Market-Product Shocks,"Zhentong Lu, Kenichi Shimizu",,,Econometrics (econ.EM),https://arxiv.org/abs/2501.02381,https://arxiv.org/pdf/2501.02381,https://arxiv.org/html/2501.02381v1,https://arxiv.org/format/2501.02381
arXiv:2501.02383,Strategic Investment to Mitigate Transition Risks,"Jiayue Zhang, Tony S. Wirjanto, Lysa Porth, Ken Seng Tan",,,General Economics (econ.GN),https://arxiv.org/abs/2501.02383,https://arxiv.org/pdf/2501.02383,https://arxiv.org/html/2501.02383v1,https://arxiv.org/format/2501.02383
arXiv:2501.02468,"The Explore of Knowledge Management Dynamic Capabilities, AI-Driven Knowledge Sharing, Knowledge-Based Organizational Support, and Organizational Learning on Job Performance: Evidence from Chinese Technological Companies",Jun Cui,,,General Economics (econ.GN),https://arxiv.org/abs/2501.02468,https://arxiv.org/pdf/2501.02468,,https://arxiv.org/format/2501.02468
arXiv:2501.02609,Revealed Social Networks,"Christopher P. Chambers, Yusufcan Masatlioglu, Christopher Turansick",,,Theoretical Economics (econ.TH); Econometrics (econ.EM),https://arxiv.org/abs/2501.02609,https://arxiv.org/pdf/2501.02609,https://arxiv.org/html/2501.02609v1,https://arxiv.org/format/2501.02609
arXiv:2501.02674,Identifying the Hidden Nexus between Benford Law Establishment in Stock Market and Market Efficiency: An Empirical Investigation,M. R. Sarkandiz,"12 pages, 8 tables",,General Economics (econ.GN); Econometrics (econ.EM),https://arxiv.org/abs/2501.02674,https://arxiv.org/pdf/2501.02674,,https://arxiv.org/format/2501.02674
arXiv:2501.02686,Paired Course and Dorm Allocation,Eric Gao,43 pages,,Theoretical Economics (econ.TH),https://arxiv.org/abs/2501.02686,https://arxiv.org/pdf/2501.02686,https://arxiv.org/html/2501.02686v3,https://arxiv.org/format/2501.02686
arXiv:2501.03015,Characterizing Measurement Error in the German Socio-Economic Panel Using Linked Survey and Administrative Data,Nico Thurow,"Updated the title page, main body still based on Master's thesis from Nov. 18, 2024",,General Economics (econ.GN),https://arxiv.org/abs/2501.03015,https://arxiv.org/pdf/2501.03015,https://arxiv.org/html/2501.03015v1,https://arxiv.org/format/2501.03015
arXiv:2501.03114,Environmental Policy in General Equilibrium under Market Power and Price Discrimination,"Tengjiao Chen, Daniel H. Karney",45 pages total,,General Economics (econ.GN),https://arxiv.org/abs/2501.03114,https://arxiv.org/pdf/2501.03114,,https://arxiv.org/format/2501.03114
arXiv:2501.03196,When Do Voters Stop Caring? Estimating the Shape of Voter Utility Function,"Aleksandra Conevska, Can Mutlu",,,General Economics (econ.GN),https://arxiv.org/abs/2501.03196,https://arxiv.org/pdf/2501.03196,https://arxiv.org/html/2501.03196v2,https://arxiv.org/format/2501.03196
arXiv:2501.03380,High-frequency Density Nowcasts of U.S. State-Level Carbon Dioxide Emissions,"Ignacio Garrón, Andrey Ramos",,,Econometrics (econ.EM),https://arxiv.org/abs/2501.03380,https://arxiv.org/pdf/2501.03380,https://arxiv.org/html/2501.03380v1,https://arxiv.org/format/2501.03380
arXiv:2501.03945,Sequential Monte Carlo for Noncausal Processes,"Gianluca Cubadda, Francesco Giancaterini, Stefano Grassi",,,Econometrics (econ.EM),https://arxiv.org/abs/2501.03945,https://arxiv.org/pdf/2501.03945,https://arxiv.org/html/2501.03945v1,https://arxiv.org/format/2501.03945
arXiv:2501.04051,Trust of Strangers: a framework for analysis,Shawn Berry,"25 pages, 2 figures, 13 tables",,General Economics (econ.GN),https://arxiv.org/abs/2501.04051,https://arxiv.org/pdf/2501.04051,,https://arxiv.org/format/2501.04051
arXiv:2501.04241,Bundled School Choice,"Lingbo Huang, Jun Zhang",Add Section 6,,Theoretical Economics (econ.TH),https://arxiv.org/abs/2501.04241,https://arxiv.org/pdf/2501.04241,https://arxiv.org/html/2501.04241v2,https://arxiv.org/format/2501.04241
arXiv:2501.04243,Making school choice lotteries transparent,"Lingbo Huang, Jun Zhang",24 pages,,Theoretical Economics (econ.TH),https://arxiv.org/abs/2501.04243,https://arxiv.org/pdf/2501.04243,https://arxiv.org/html/2501.04243v1,https://arxiv.org/format/2501.04243
arXiv:2501.04607,Monthly GDP Growth Estimates for the U.S. States,"Gary Koop, Stuart McIntyre, James Mitchell, Aristeidis Raftapostolos",,,Econometrics (econ.EM),https://arxiv.org/abs/2501.04607,https://arxiv.org/pdf/2501.04607,https://arxiv.org/html/2501.04607v1,https://arxiv.org/format/2501.04607
arXiv:2501.04853,Identification of dynamic treatment effects when treatment histories are partially observed,"Akanksha Negi, Didier Nibbering",,,Econometrics (econ.EM),https://arxiv.org/abs/2501.04853,https://arxiv.org/pdf/2501.04853,,https://arxiv.org/format/2501.04853
arXiv:2501.04959,DisSim-FinBERT: Text Simplification for Core Message Extraction in Complex Financial Texts,"Wonseong Kim, Christina Niklaus, Choong Lyol Lee, Siegfried Handschuh","28 pages, 5 figures, 2 tables",,Econometrics (econ.EM); Computation (stat.CO),https://arxiv.org/abs/2501.04959,https://arxiv.org/pdf/2501.04959,,https://arxiv.org/format/2501.04959
arXiv:2501.05022,An Instrumental Variables Approach to Testing Firm Conduct,"Youngjin Hong, In Kyung Kim, Kyoo il Kim",68 pages,,General Economics (econ.GN),https://arxiv.org/abs/2501.05022,https://arxiv.org/pdf/2501.05022,,https://arxiv.org/format/2501.05022
arXiv:2501.05221,RUM-NN: A Neural Network Model Compatible with Random Utility Maximisation for Discrete Choice Setups,"Niousha Bagheri, Milad Ghasri, Michael Barlow",,,Econometrics (econ.EM),https://arxiv.org/abs/2501.05221,https://arxiv.org/pdf/2501.05221,,https://arxiv.org/format/2501.05221
arXiv:2501.05314,Analyzing the progress of Indian states chasing sustainable development goals using complex network framework,"Hrishidev Unni, Rubal Rathi, Sangita Dutta Gupta, Anirban Chakraborti","10 pages, 5 figures",,General Economics (econ.GN); Physics and Society (physics.soc-ph),https://arxiv.org/abs/2501.05314,https://arxiv.org/pdf/2501.05314,https://arxiv.org/html/2501.05314v1,https://arxiv.org/format/2501.05314
arXiv:2501.05338,Comparing latent inequality with ordinal data,"David M. Kaplan, Wei Zhao","accepted manuscript (post-peer review, pre-copyedited, author-produced version)",The Econometrics Journal 26 (2023) 189-214,Econometrics (econ.EM); Statistics Theory (math.ST); Methodology (stat.ME),https://arxiv.org/abs/2501.05338,https://arxiv.org/pdf/2501.05338,https://arxiv.org/html/2501.05338v1,https://arxiv.org/format/2501.05338
arXiv:2501.05481,Blackwell Equilibrium in Repeated Games,"Costas Cavounidis, Sambuddha Ghosh, Johannes Hörner, Eilon Solan, Satoru Takahashi",,,Theoretical Economics (econ.TH); Optimization and Control (math.OC),https://arxiv.org/abs/2501.05481,https://arxiv.org/pdf/2501.05481,https://arxiv.org/html/2501.05481v1,https://arxiv.org/format/2501.05481
arXiv:2501.05653,Assessing Co-Authored Papers in Tenure Decisions: Implications for Research Independence and Career Strategies in Economics,"Lekang Ren, Danyang Xie","13 pages, including 1 table and references",,General Economics (econ.GN),https://arxiv.org/abs/2501.05653,https://arxiv.org/pdf/2501.05653,,https://arxiv.org/format/2501.05653
arXiv:2501.05841,Russian Financial Statements Database: A firm-level collection of the universe of financial statements,"Sergey Bondarkov, Victor Ledenev, Dmitriy Skougarevskiy","For associated code, see this https URL",,General Economics (econ.GN),https://arxiv.org/abs/2501.05841,https://arxiv.org/pdf/2501.05841,https://arxiv.org/html/2501.05841v1,https://arxiv.org/format/2501.05841
arXiv:2501.06270,Sectorial Exclusion Criteria in the Marxist Analysis of the Average Rate of Profit: The United States Case (1960-2020),Jose Mauricio Gomez Julian,,,General Economics (econ.GN); Econometrics (econ.EM); Theoretical Economics (econ.TH),https://arxiv.org/abs/2501.06270,https://arxiv.org/pdf/2501.06270,,https://arxiv.org/format/2501.06270
arXiv:2501.06404,A Hybrid Framework for Reinsurance Optimization: Integrating Generative Models and Reinforcement Learning,"Stella C. Dong, James R. Finlay",,,Econometrics (econ.EM); Artificial Intelligence (cs.AI); Machine Learning (cs.LG); Machine Learning (stat.ML),https://arxiv.org/abs/2501.06404,https://arxiv.org/pdf/2501.06404,https://arxiv.org/html/2501.06404v1,https://arxiv.org/format/2501.06404
arXiv:2501.06473,Endogenous Persistence at the Effective Lower Bound,"Chunbing Cai, Jordan Roulleau-Pasdeloup, Zhongxi Zheng",,,General Economics (econ.GN),https://arxiv.org/abs/2501.06473,https://arxiv.org/pdf/2501.06473,https://arxiv.org/html/2501.06473v3,https://arxiv.org/format/2501.06473
arXiv:2501.06575,Is the Monetary Transmission Mechanism Broken? Time for People's Quantitative Easing,"Sebastian Dragoe, Camelia Oprean-Stan",,"Revista Economic\u{a}, 72(3), 2020, 29-43",General Economics (econ.GN),https://arxiv.org/abs/2501.06575,https://arxiv.org/pdf/2501.06575,,https://arxiv.org/format/2501.06575
arXiv:2501.06584,A novel approach to assessing corporate sustainable economic value,Camelia Oprean-Stan,,"In: Kaya, M. V. (Editor). Social and Economic Studies within the Framework of Emerging Global Developments Volume 2, 2023, 79 - 90, Peter Lang",General Economics (econ.GN),https://arxiv.org/abs/2501.06584,https://arxiv.org/pdf/2501.06584,,https://arxiv.org/format/2501.06584
arXiv:2501.06587,Optimizing Financial Data Analysis: A Comparative Study of Preprocessing Techniques for Regression Modeling of Apple Inc.'s Net Income and Stock Prices,"Kevin Ungar, Camelia Oprean-Stan",,"Studia Universitatis Vasile Goldis Arad, Seria Stiinte Economice, 35(1), 83-112, 2025",Econometrics (econ.EM),https://arxiv.org/abs/2501.06587,https://arxiv.org/pdf/2501.06587,,https://arxiv.org/format/2501.06587
arXiv:2501.06777,Identification and Estimation of Simultaneous Equation Models Using Higher-Order Cumulant Restrictions,Ziyu Jiang,,,Econometrics (econ.EM); Machine Learning (stat.ML),https://arxiv.org/abs/2501.06777,https://arxiv.org/pdf/2501.06777,https://arxiv.org/html/2501.06777v1,https://arxiv.org/format/2501.06777
arXiv:2501.06873,Causal Claims in Economics,"Prashant Garg, Thiemo Fetzer","For data, interactive tools, and additional project information, visit this https URL. The website contains resources such as data downloads, interactive author and paper-level knowledge graphs, and more",,General Economics (econ.GN); Computation and Language (cs.CL); Information Retrieval (cs.IR); Social and Information Networks (cs.SI); Methodology (stat.ME),https://arxiv.org/abs/2501.06873,https://arxiv.org/pdf/2501.06873,https://arxiv.org/html/2501.06873v1,https://arxiv.org/format/2501.06873
arXiv:2501.07141,Knowledge Phenomenology Research of Future Industrial Iconic Product Innovation,"Jiang Xu, Haoxiang Qu",,,Theoretical Economics (econ.TH),https://arxiv.org/abs/2501.07141,https://arxiv.org/pdf/2501.07141,,https://arxiv.org/format/2501.07141
arXiv:2501.07178,The Spoils of Algorithmic Collusion: Profit Allocation Among Asymmetric Firms,"Simon Martin, Hans-Theo Normann, Paul Püplichhuisen, Tobias Werner",,,General Economics (econ.GN); Artificial Intelligence (cs.AI),https://arxiv.org/abs/2501.07178,https://arxiv.org/pdf/2501.07178,https://arxiv.org/html/2501.07178v1,https://arxiv.org/format/2501.07178
arXiv:2501.07235,Entry deterrence by exploiting economies of scope in data aggregation,"Luis Guijarro, José-Ramón Vidal, Vicent Pla",,,Theoretical Economics (econ.TH),https://arxiv.org/abs/2501.07235,https://arxiv.org/pdf/2501.07235,https://arxiv.org/html/2501.07235v1,https://arxiv.org/format/2501.07235
arXiv:2501.07309,Making Tennis Fairer: The Grand Tiebreaker,"Steven J. Brams, Mehmet S. Ismail, D. Marc Kilgour",,,Theoretical Economics (econ.TH),https://arxiv.org/abs/2501.07309,https://arxiv.org/pdf/2501.07309,,https://arxiv.org/format/2501.07309
arXiv:2501.07386,Forecasting for monetary policy,Laura Coroneo,"32 pages, 5 figures, 1 table",,Econometrics (econ.EM),https://arxiv.org/abs/2501.07386,https://arxiv.org/pdf/2501.07386,https://arxiv.org/html/2501.07386v1,https://arxiv.org/format/2501.07386
arXiv:2501.07410,Anonymous Attention and Abuse,"Florian Ederer, Paul Goldsmith-Pinkham, Kyle Jensen",submitted for AEA P&P,,General Economics (econ.GN),https://arxiv.org/abs/2501.07410,https://arxiv.org/pdf/2501.07410,https://arxiv.org/html/2501.07410v1,https://arxiv.org/format/2501.07410
arXiv:2501.07514,Estimating Sequential Search Models Based on a Partial Ranking Representation,Tinghan Zhang,,,Econometrics (econ.EM),https://arxiv.org/abs/2501.07514,https://arxiv.org/pdf/2501.07514,https://arxiv.org/html/2501.07514v2,https://arxiv.org/format/2501.07514
arXiv:2501.07550,disco: Distributional Synthetic Controls,"Florian Gunsilius, David Van Dijcke","19 pages, 4 figures, replication code available at this https URL, software available at this https URL",,Econometrics (econ.EM); Methodology (stat.ME); Machine Learning (stat.ML),https://arxiv.org/abs/2501.07550,https://arxiv.org/pdf/2501.07550,https://arxiv.org/html/2501.07550v2,https://arxiv.org/format/2501.07550
arXiv:2501.07615,Social and Genetic Ties Drive Skewed Cross-Border Media Coverage of Disasters,"Thiemo Fetzer, Prashant Garg",,,General Economics (econ.GN); Econometrics (econ.EM),https://arxiv.org/abs/2501.07615,https://arxiv.org/pdf/2501.07615,https://arxiv.org/html/2501.07615v1,https://arxiv.org/format/2501.07615
arXiv:2501.07880,The Impact of Digitalisation and Sustainability on Inclusiveness: Inclusive Growth Determinants,"Radu Rusu, Camelia Oprean-Stan",,"Economic Computation and Economic Cybernetics Studies and Research, 57(4),2023, 209-224",Econometrics (econ.EM),https://arxiv.org/abs/2501.07880,https://arxiv.org/pdf/2501.07880,,https://arxiv.org/format/2501.07880
arXiv:2501.07881,An Approach on the Modelling of Long Economic Cycles in the Context of Sustainable Development,"Cristina Tanasescu, Amelia Bucur, Camelia Oprean-Stan",,"Revista Economica,68,4,2016",General Economics (econ.GN),https://arxiv.org/abs/2501.07881,https://arxiv.org/pdf/2501.07881,,https://arxiv.org/format/2501.07881
arXiv:2501.08004,A Sustainable Circular Framework for Financing Infrastructure Climate Adaptation: Integrated Carbon Markets,"Chao Li, Xing Su, Chao Fan, Jun Wang, Xiangyu Wang","18 pages,2 figures,99 references",,"General Economics (econ.GN); Computational Engineering, Finance, and Science (cs.CE)",https://arxiv.org/abs/2501.08004,https://arxiv.org/pdf/2501.08004,,https://arxiv.org/format/2501.08004
arXiv:2501.08177,Estimation of the Effect of Carbon Tax Implementation on Household Income Distribution in Indonesia: Quantitative Analysis with Miyazawa Input- Output Approach,Syahrituah Siregar,"13 pages, 1 table, 3 figure",,General Economics (econ.GN),https://arxiv.org/abs/2501.08177,https://arxiv.org/pdf/2501.08177,,https://arxiv.org/format/2501.08177
arXiv:2501.08215,Bursting Bubbles in a Macroeconomic Model,"Tomohiro Hirano, Keiichi Kishi, Alexis Akira Toda",,,Theoretical Economics (econ.TH),https://arxiv.org/abs/2501.08215,https://arxiv.org/pdf/2501.08215,https://arxiv.org/html/2501.08215v1,https://arxiv.org/format/2501.08215
arXiv:2501.08232,Specific Aspects of Intellectual Property Management in the Knowledge-Based Economy,"Aurel Mihail Titu, Alina Bianca Pop, Camelia Oprean-Stan, Sebastian Emanuel Stan",,"Management of Sustainable Development, 12, 1, 2020, 21-30",General Economics (econ.GN),https://arxiv.org/abs/2501.08232,https://arxiv.org/pdf/2501.08232,,https://arxiv.org/format/2501.08232
arXiv:2501.08244,What is the general Welfare? Welfare Economic Perspectives,Charles F. Manski,,,General Economics (econ.GN),https://arxiv.org/abs/2501.08244,https://arxiv.org/pdf/2501.08244,,https://arxiv.org/format/2501.08244
arXiv:2501.08595,Characterizations of voting rules based on majority margins,"Yifeng Ding, Wesley H. Holliday, Eric Pacuit",Corrected Table 2,,Theoretical Economics (econ.TH); Computer Science and Game Theory (cs.GT); Multiagent Systems (cs.MA),https://arxiv.org/abs/2501.08595,https://arxiv.org/pdf/2501.08595,https://arxiv.org/html/2501.08595v2,https://arxiv.org/format/2501.08595
arXiv:2501.08601,The Response of Farmer Welfares Amidst Food Prices Shock and Inflation in the Province of East Java,"Moh. Hairus Zaman, Diah Wahyuningsih, Ris Yuwono Yudo Nugroho","8 pages, 3 figures","Huchet-Bourdon, M. result 1 (2011) 52",General Economics (econ.GN),https://arxiv.org/abs/2501.08601,https://arxiv.org/pdf/2501.08601,,https://arxiv.org/format/2501.08601
arXiv:2501.08668,Empirical Study on the Factors Influencing Stock Market Volatility in China,Jingchu Zhang,,,General Economics (econ.GN); Statistical Finance (q-fin.ST),https://arxiv.org/abs/2501.08668,https://arxiv.org/pdf/2501.08668,,https://arxiv.org/format/2501.08668
arXiv:2501.08728,The Cost of Delivery Delays,"Maria Jose Carreras-Valle, Alessandro Ferrari",,,General Economics (econ.GN),https://arxiv.org/abs/2501.08728,https://arxiv.org/pdf/2501.08728,https://arxiv.org/html/2501.08728v1,https://arxiv.org/format/2501.08728
arXiv:2501.08802,On the Dominance of Truth-Telling in Gradual Mechanisms,"Wenqian Wang, Zhiwen Zheng",,,Theoretical Economics (econ.TH),https://arxiv.org/abs/2501.08802,https://arxiv.org/pdf/2501.08802,https://arxiv.org/html/2501.08802v2,https://arxiv.org/format/2501.08802
arXiv:2501.08981,Discretionary vs nondiscretionary in fiscal mechanism. Non-automatic fiscal stabilisers vs automatic fiscal stabilisers,"Vasile Bratian, Amelia Bucur, Camelia Oprean, Cristina Tanasescu",,"Economic Research, 29, 1, 2016, 1-17",General Economics (econ.GN),https://arxiv.org/abs/2501.08981,https://arxiv.org/pdf/2501.08981,,https://arxiv.org/format/2501.08981
arXiv:2501.09139,A robust measure of complexity,"Egor Bronnikov, Elias Tsakas",,,Theoretical Economics (econ.TH),https://arxiv.org/abs/2501.09139,https://arxiv.org/pdf/2501.09139,https://arxiv.org/html/2501.09139v1,https://arxiv.org/format/2501.09139
arXiv:2501.09315,The National Intangible Resources and their Importance in the Current Knowledge-Based Economy,"Camelia Oprean-Stan, Sebastian Emanuel Stan, Antonio Pele",,"Management of Sustainable Development, 10(2), 2018, 45-49",General Economics (econ.GN),https://arxiv.org/abs/2501.09315,https://arxiv.org/pdf/2501.09315,,https://arxiv.org/format/2501.09315
arXiv:2501.09517,Recovering latent linkage structures and spillover effects with structural breaks in panel data models,"Ryo Okui, Yutao Sun, Wendun Wang",,,Econometrics (econ.EM),https://arxiv.org/abs/2501.09517,https://arxiv.org/pdf/2501.09517,https://arxiv.org/html/2501.09517v1,https://arxiv.org/format/2501.09517
arXiv:2501.09540,Convergence Rates of GMM Estimators with Nonsmooth Moments under Misspecification,"Byunghoon Kang, Seojeong Lee, Juha Song",,,Econometrics (econ.EM),https://arxiv.org/abs/2501.09540,https://arxiv.org/pdf/2501.09540,https://arxiv.org/html/2501.09540v1,https://arxiv.org/format/2501.09540
arXiv:2501.09593,Evolution of exchange rate regime: Impact of macroeconomy of Bangladesh,Liza Fahmida,,,General Economics (econ.GN),https://arxiv.org/abs/2501.09593,https://arxiv.org/pdf/2501.09593,,https://arxiv.org/format/2501.09593
arXiv:2501.09773,The Structure of Scenarios,Guido Fioretti,"18 pages, 8 figures, 4 tables",,General Economics (econ.GN),https://arxiv.org/abs/2501.09773,https://arxiv.org/pdf/2501.09773,https://arxiv.org/html/2501.09773v1,https://arxiv.org/format/2501.09773
arXiv:2501.09835,Consistencies of Beliefs,"Ziv Hellman, Miklós Pintér",,,Theoretical Economics (econ.TH),https://arxiv.org/abs/2501.09835,https://arxiv.org/pdf/2501.09835,https://arxiv.org/html/2501.09835v1,https://arxiv.org/format/2501.09835
arXiv:2501.09875,Checking Cheap Talk,"Ian Ball, Xin Gao",,,Theoretical Economics (econ.TH),https://arxiv.org/abs/2501.09875,https://arxiv.org/pdf/2501.09875,https://arxiv.org/html/2501.09875v2,https://arxiv.org/format/2501.09875
arXiv:2501.09917,The Evolution of Unobserved Skill Returns in the U.S.: A New Approach Using Panel Data,"Lance Lochner, Youngmin Park, Youngki Shin","124 pages, 42 figures",,General Economics (econ.GN),https://arxiv.org/abs/2501.09917,https://arxiv.org/pdf/2501.09917,https://arxiv.org/html/2501.09917v1,https://arxiv.org/format/2501.09917
arXiv:2501.09977,The Impossibility of the Almost Pareto Principles,Norihito Sakamoto,,,Theoretical Economics (econ.TH),https://arxiv.org/abs/2501.09977,https://arxiv.org/pdf/2501.09977,,https://arxiv.org/format/2501.09977
